student_id,age,program,semester,gpa,attendance,assignments_completion,stress_level,sleep_hours,mental_wellbeing,productivity_score,distractions,career_clarity,skill_readiness,engagement_score,APS,WWS,PTMS,CRS,SRI,Risk_Category
S0217,24,MBA,4,9.34,72,56,1,8,7,5,9,7,2,81,79.5,81.0,30.0,45.0,61.349999999999994,Yellow
S0218,23,B.Tech,7,8.1,94,76,10,4,7,10,1,2,1,55,83.9,33.0,95.0,15.0,56.17,Yellow
S0219,18,B.Tech,6,8.33,65,77,4,8,10,1,3,1,4,55,76.55,78.0,40.0,25.0,56.715,Yellow
S0220,18,MBA,2,5.25,99,71,3,7,8,3,3,3,8,55,70.15,73.0,50.0,55.0,63.045,Yellow
S0221,18,B.Sc,7,8.22,91,63,6,6,5,7,8,4,3,75,81.0,49.0,45.0,35.0,54.3,Yellow
S0222,20,B.Sc,8,5.21,57,56,7,6,5,10,1,8,1,78,54.35,45.0,95.0,45.0,57.805,Yellow
S0223,23,B.Tech,8,7.82,99,86,4,8,4,1,5,6,4,82,86.0,60.0,30.0,50.0,59.3,Yellow
S0224,18,MBA,1,9.8,70,71,7,5,7,7,3,2,9,32,84.2,48.0,70.0,55.0,65.01,Blue
S0225,21,B.Tech,4,7.67,50,54,9,6,10,5,2,9,1,95,64.15,52.0,65.0,50.0,57.745000000000005,Yellow
S0226,22,BCA,3,7.27,57,51,2,8,4,1,8,2,2,71,63.64999999999999,68.0,15.0,20.0,44.095,Red
S0227,18,BCA,2,6.5,78,76,3,7,2,1,3,5,9,48,71.1,55.0,40.0,70.0,60.58,Yellow
S0228,20,B.Tech,1,5.58,81,70,5,8,4,1,7,4,2,46,66.2,56.0,20.0,30.0,45.36,Red
S0229,24,B.Sc,5,8.51,87,87,3,6,8,9,1,7,3,62,86.05,70.0,90.0,50.0,73.815,Blue
S0230,23,B.Sc,6,5.92,54,64,8,7,9,3,6,8,7,78,58.599999999999994,56.0,35.0,75.0,57.33,Yellow
S0231,20,B.Tech,4,5.55,96,70,10,8,3,5,3,5,3,85,70.55,33.0,60.0,40.0,51.415,Yellow
S0232,18,B.Tech,2,7.02,71,59,8,4,7,10,8,10,9,92,68.19999999999999,41.0,60.0,95.0,66.46,Blue
S0233,23,BCA,8,8.82,96,72,8,7,9,9,6,5,6,32,87.30000000000001,56.0,65.0,55.0,66.94,Blue
S0234,22,B.Sc,2,8.58,83,88,9,4,4,6,2,2,3,78,85.4,28.0,70.0,25.0,52.870000000000005,Yellow
S0235,18,B.Tech,3,5.26,50,54,4,5,10,9,6,8,9,84,52.099999999999994,69.0,65.0,85.0,67.13,Blue
S0236,20,BCA,8,7.18,75,50,5,7,3,8,7,2,1,55,68.4,50.0,55.0,15.0,47.769999999999996,Red
S0237,19,B.Sc,3,7.51,92,62,5,4,5,8,5,10,10,81,77.55,47.0,65.0,100.0,73.015,Blue
S0238,21,MBA,5,8.09,59,70,8,6,1,1,3,6,3,36,72.15,29.0,40.0,45.0,48.144999999999996,Red
S0239,24,BCA,6,8.12,79,75,7,6,3,9,4,8,1,75,79.3,39.0,75.0,45.0,59.79,Yellow
S0240,20,B.Sc,5,6.75,99,99,9,5,8,6,4,6,2,75,83.25,43.0,60.0,40.0,57.724999999999994,Yellow
S0241,23,B.Sc,1,7.69,67,94,8,7,8,9,6,4,8,45,77.35,53.0,65.0,60.0,64.455,Yellow
S0242,18,BCA,1,7.31,66,70,2,7,4,3,10,4,7,53,70.35,65.0,15.0,55.0,54.105,Yellow
S0243,21,MBA,5,9.25,75,67,10,7,2,3,1,6,2,90,82.15,27.0,60.0,40.0,53.394999999999996,Yellow
S0244,18,BCA,6,7.55,57,86,4,5,8,6,4,4,2,83,72.05,63.0,60.0,30.0,56.864999999999995,Yellow
S0245,23,B.Sc,5,7.12,96,94,6,7,8,9,10,8,9,91,83.2,61.0,45.0,85.0,70.46000000000001,Blue
S0246,18,B.Tech,6,6.94,89,81,2,6,10,7,4,9,6,30,77.60000000000001,80.0,65.0,75.0,75.03,Blue
S0247,19,B.Tech,6,7.75,98,85,7,4,4,3,10,1,5,78,85.15,36.0,15.0,30.0,45.045,Red
S0248,21,BCA,7,8.86,61,66,3,6,3,3,1,4,10,54,75.8,55.0,60.0,70.0,65.99,Blue
S0249,21,B.Sc,8,7.58,76,84,3,6,2,2,9,4,6,39,77.5,52.0,15.0,50.0,51.75,Yellow
S0250,23,B.Tech,4,8.18,57,98,2,4,9,9,4,2,9,45,77.6,71.0,75.0,55.0,69.78,Blue
S0251,24,B.Sc,6,8.54,74,60,8,6,1,3,7,6,7,87,76.89999999999999,29.0,30.0,65.0,52.56999999999999,Yellow
S0252,19,BCA,3,7.5,95,70,6,5,7,5,3,3,10,58,80.0,52.0,60.0,65.0,65.25,Blue
S0253,20,B.Tech,6,7.05,53,75,1,4,5,9,10,7,10,35,66.15,63.0,45.0,85.0,65.845,Blue
S0254,18,B.Sc,6,9.21,82,53,1,6,8,8,3,5,9,45,81.25,78.0,75.0,70.0,76.375,Blue
S0255,22,B.Tech,6,7.0,50,83,7,8,4,2,8,4,4,49,66.6,48.0,20.0,40.0,45.98,Red
S0256,18,BCA,7,7.22,68,97,8,6,7,3,8,5,2,72,75.9,47.0,25.0,35.0,48.269999999999996,Red
S0257,18,B.Sc,8,9.75,80,67,5,5,5,2,1,8,8,55,86.15,50.0,55.0,80.0,69.345,Blue
S0258,20,B.Tech,7,5.0,65,89,5,7,5,8,10,3,4,62,62.3,56.0,40.0,35.0,49.44,Red
S0259,18,BCA,1,5.89,63,84,4,6,9,6,2,7,9,55,65.14999999999999,69.0,70.0,80.0,70.795,Blue
S0260,19,B.Tech,7,6.84,97,90,6,7,9,6,8,6,4,74,81.3,64.0,40.0,50.0,60.89,Yellow
S0261,19,B.Tech,3,9.48,54,78,6,8,9,9,1,1,8,92,79.20000000000002,67.0,90.0,45.0,69.76,Blue
S0262,21,MBA,3,5.34,90,78,3,6,6,8,8,7,9,96,69.30000000000001,64.0,50.0,80.0,66.79,Blue
S0263,23,MBA,7,5.05,75,87,9,4,6,4,8,7,9,81,65.15,34.0,30.0,80.0,54.045,Yellow
S0264,24,BCA,8,5.25,77,91,7,7,5,4,2,1,10,97,67.55,48.0,60.0,55.0,58.015,Yellow
S0265,22,MBA,5,5.43,51,70,1,8,9,9,4,9,4,55,56.449999999999996,87.0,75.0,65.0,69.935,Blue
S0266,18,BCA,4,5.18,99,91,7,4,10,1,6,6,1,31,73.8,54.0,25.0,35.0,49.39,Red
S0267,18,MBA,8,7.3,55,62,5,4,8,2,9,2,3,43,65.4,56.0,15.0,25.0,42.870000000000005,Red
S0268,20,B.Tech,7,7.79,58,98,5,4,7,2,8,5,9,59,75.95,53.0,20.0,70.0,57.535,Yellow
S0269,23,BCA,6,6.3,82,90,2,4,7,6,8,4,4,78,74.1,65.0,40.0,40.0,56.48,Yellow
S0270,19,BCA,2,6.91,90,66,4,6,6,4,7,7,5,41,74.75,60.0,35.0,60.0,59.425,Yellow
S0271,22,B.Tech,4,5.44,74,58,6,6,5,10,9,8,7,73,61.00000000000001,49.0,55.0,75.0,60.3,Yellow
S0272,21,BCA,4,6.61,97,90,10,6,4,3,2,1,5,62,80.15,30.0,55.0,30.0,50.045,Yellow
S0273,19,BCA,3,7.51,62,50,7,8,3,3,3,5,4,42,66.14999999999999,45.0,50.0,45.0,52.345,Yellow
S0274,23,MBA,4,8.51,58,51,5,8,3,3,10,3,2,55,70.14999999999999,53.0,15.0,25.0,43.545,Red
S0275,24,BCA,7,5.02,62,97,9,8,6,6,8,1,2,50,63.099999999999994,46.0,40.0,15.0,42.17999999999999,Red
S0276,21,B.Sc,6,7.24,80,78,3,5,4,8,6,3,4,57,75.80000000000001,55.0,60.0,35.0,57.24,Yellow
S0277,24,B.Tech,6,6.43,90,82,1,8,6,7,10,6,10,77,75.55,78.0,35.0,80.0,69.16499999999999,Blue
S0278,20,MBA,1,9.09,60,59,4,6,3,4,9,7,10,69,75.25,51.0,25.0,85.0,61.575,Yellow
S0279,20,MBA,6,8.43,53,99,9,6,4,4,10,8,9,95,77.85,34.0,20.0,85.0,57.105,Yellow
S0280,18,B.Sc,8,7.83,83,89,4,5,9,10,4,4,8,52,81.85,66.0,80.0,60.0,72.05499999999999,Blue
S0281,24,B.Tech,6,6.33,87,70,2,5,5,2,8,3,3,77,71.75,62.0,20.0,30.0,48.525,Red
S0282,23,B.Tech,3,9.37,95,77,10,8,7,1,10,5,9,31,90.75,45.0,5.0,70.0,56.974999999999994,Yellow
S0283,22,MBA,6,5.22,53,60,5,7,10,9,3,9,5,49,54.0,71.0,80.0,70.0,67.45,Blue
S0284,21,BCA,1,5.53,87,83,3,5,2,2,3,6,3,88,70.35,49.0,45.0,45.0,53.605,Yellow
S0285,19,MBA,2,6.88,68,57,9,4,5,8,8,9,5,75,66.2,31.0,50.0,70.0,55.11,Yellow
S0286,23,B.Tech,7,5.6,55,71,4,6,9,9,5,6,10,32,58.7,69.0,70.0,80.0,68.86,Blue
S0287,23,B.Sc,3,9.59,83,57,6,4,3,4,3,2,4,84,84.25,37.0,55.0,30.0,53.025,Yellow
S0288,20,MBA,8,8.83,67,98,2,6,9,8,10,5,8,41,83.85,77.0,40.0,65.0,68.655,Blue
S0289,24,B.Tech,2,6.24,62,64,6,6,6,9,1,9,5,69,62.599999999999994,52.0,90.0,70.0,67.28,Blue
S0290,18,MBA,3,7.83,90,66,3,5,4,10,3,8,10,95,79.35000000000001,55.0,85.0,90.0,77.055,Blue
S0291,18,BCA,5,9.72,72,72,9,5,7,10,9,7,8,45,84.60000000000001,40.0,55.0,75.0,65.13,Blue
S0292,21,MBA,4,9.24,68,73,2,4,8,5,5,1,9,63,81.19999999999999,68.0,50.0,50.0,63.86,Yellow
S0293,20,MBA,5,7.88,94,94,9,6,6,7,10,4,4,73,86.39999999999999,40.0,35.0,40.0,52.92,Yellow
S0294,23,B.Tech,6,9.34,60,68,5,4,5,10,2,7,7,35,78.30000000000001,47.0,90.0,70.0,70.74000000000001,Blue
S0295,22,B.Tech,2,9.75,50,54,8,7,6,4,7,7,2,93,74.55,47.0,35.0,45.0,52.364999999999995,Yellow
S0296,20,B.Tech,6,8.57,73,81,2,4,5,1,2,6,6,51,80.95,59.0,45.0,60.0,63.035,Yellow
S0297,21,MBA,4,5.31,56,93,6,8,8,3,4,8,8,47,61.949999999999996,64.0,45.0,80.0,63.584999999999994,Yellow
S0298,21,BCA,3,6.93,74,50,3,4,1,5,7,6,7,41,66.85,43.0,40.0,65.0,55.05499999999999,Yellow
S0299,20,B.Sc,4,9.02,70,72,10,8,7,3,4,10,7,81,80.5,45.0,45.0,85.0,65.65,Blue
S0300,21,B.Sc,1,6.11,64,86,5,8,10,7,7,3,8,80,66.95,74.0,50.0,55.0,62.335,Yellow
S0301,20,B.Tech,4,8.99,50,57,8,8,10,9,7,4,7,77,71.35000000000001,62.0,60.0,55.0,62.655,Yellow
S0302,19,B.Tech,1,5.58,61,62,10,7,2,6,1,3,5,48,58.6,27.0,75.0,40.0,49.33,Red
S0303,20,MBA,4,5.23,56,57,1,4,9,10,6,1,7,35,54.35,75.0,70.0,40.0,59.055,Yellow
S0304,24,B.Sc,7,6.84,64,72,5,4,1,1,9,10,10,56,67.80000000000001,35.0,10.0,100.0,56.09,Yellow
S0305,20,B.Tech,1,5.18,70,92,3,7,10,7,2,5,3,82,65.3,79.0,75.0,40.0,64.34,Yellow
S0306,21,BCA,2,9.59,68,50,4,6,6,3,3,1,5,77,78.35,60.0,50.0,30.0,56.004999999999995,Yellow
S0307,24,BCA,6,8.97,78,94,2,5,9,5,10,1,7,36,87.05,74.0,25.0,40.0,59.614999999999995,Yellow
S0308,21,B.Tech,8,8.84,74,73,9,4,1,10,5,2,9,88,81.0,19.0,75.0,55.0,57.8,Yellow
S0309,18,B.Tech,6,8.02,82,84,3,5,4,4,9,4,2,98,81.49999999999999,55.0,25.0,30.0,50.699999999999996,Yellow
S0310,18,B.Sc,5,6.04,98,73,2,7,4,10,4,6,4,40,74.19999999999999,65.0,80.0,50.0,67.00999999999999,Blue
S0311,24,B.Sc,6,7.49,81,66,10,6,9,5,1,8,7,44,74.95,45.0,70.0,75.0,66.485,Blue
S0312,19,MBA,3,7.87,98,54,9,6,5,5,4,3,1,93,79.55,37.0,55.0,20.0,49.114999999999995,Red
S0313,18,B.Sc,7,7.52,84,69,7,6,5,6,6,1,2,32,76.6,45.0,50.0,15.0,47.98,Red
S0314,20,BCA,4,6.25,93,70,6,7,6,10,5,3,9,98,73.15,55.0,75.0,60.0,65.695,Blue
S0315,21,BCA,5,7.47,87,89,1,8,1,10,1,3,10,52,81.25,63.0,95.0,65.0,75.375,Blue
S0316,18,B.Tech,3,7.36,75,80,5,8,1,6,4,5,7,82,75.30000000000001,47.0,60.0,60.0,61.34,Yellow
S0317,18,B.Sc,3,9.78,60,95,3,5,9,8,6,4,10,66,85.9,70.0,60.0,70.0,72.77,Blue
S0318,19,MBA,1,9.31,84,85,1,8,3,8,10,4,7,38,88.75,69.0,40.0,55.0,65.625,Blue
S0319,24,BCA,6,7.22,57,60,4,8,4,9,10,9,6,44,65.2,60.0,45.0,75.0,62.31,Yellow
S0320,24,BCA,2,7.99,95,64,2,6,1,8,4,7,3,32,81.25,53.0,70.0,50.0,64.125,Yellow
S0321,23,MBA,8,8.59,63,68,2,6,9,2,9,4,10,99,75.45,77.0,15.0,70.0,62.385000000000005,Yellow
S0322,19,MBA,2,5.17,59,56,3,5,8,10,5,3,3,46,54.75,67.0,75.0,30.0,55.675,Yellow
S0323,20,BCA,5,9.3,51,77,8,4,2,1,8,6,2,55,77.2,26.0,15.0,40.0,42.66,Red
S0324,24,BCA,7,9.13,95,92,8,5,8,10,9,3,6,50,92.55000000000001,47.0,55.0,45.0,61.765,Yellow
S0325,21,MBA,2,7.2,58,54,7,5,7,2,10,6,4,50,64.2,48.0,10.0,50.0,45.760000000000005,Red
S0326,19,BCA,4,6.88,52,54,6,7,6,2,5,9,5,40,60.8,55.0,35.0,70.0,56.489999999999995,Yellow
S0327,18,B.Tech,2,6.31,70,79,9,7,1,3,6,6,3,67,68.35,28.0,35.0,45.0,45.754999999999995,Red
S0328,21,B.Tech,5,7.29,75,81,4,5,7,10,1,4,6,64,75.15,60.0,95.0,50.0,69.045,Blue
S0329,21,MBA,8,5.21,57,57,1,5,10,7,7,5,3,43,54.55,81.0,50.0,40.0,56.614999999999995,Yellow
S0330,18,B.Sc,2,9.09,97,59,8,5,7,2,4,6,8,43,86.35,44.0,40.0,70.0,62.405,Yellow
S0331,19,MBA,4,5.17,51,87,7,8,9,1,2,3,9,39,58.55,63.0,45.0,60.0,57.315,Yellow
S0332,18,MBA,1,6.58,55,96,7,7,1,6,5,8,4,41,68.6,36.0,55.0,60.0,55.58,Yellow
S0333,23,B.Sc,7,9.47,77,81,3,5,2,9,3,4,9,67,86.65,49.0,80.0,65.0,70.495,Blue
S0334,21,B.Sc,5,8.53,78,97,4,6,9,3,6,8,7,63,85.45,69.0,35.0,75.0,68.635,Blue
S0335,22,B.Sc,1,6.35,75,77,10,6,9,6,8,10,3,70,69.65,45.0,40.0,65.0,56.394999999999996,Yellow
S0336,22,B.Tech,1,6.21,74,66,9,8,6,3,7,10,7,39,66.45,46.0,30.0,85.0,58.685,Yellow
S0337,20,BCA,1,5.02,61,80,6,8,6,1,3,3,1,46,59.4,58.0,40.0,20.0,45.32,Red
S0338,24,B.Tech,3,8.34,54,57,5,4,4,5,8,10,3,46,69.30000000000001,44.0,35.0,65.0,55.040000000000006,Yellow
S0339,18,BCA,7,5.23,83,89,3,4,4,10,2,7,6,96,68.85,52.0,90.0,65.0,67.905,Blue
S0340,18,B.Tech,8,7.56,97,74,9,4,5,4,10,9,4,91,81.69999999999999,31.0,20.0,65.0,52.50999999999999,Yellow
S0341,20,BCA,6,9.62,86,58,5,8,3,7,9,4,7,30,85.5,53.0,40.0,55.0,60.65,Yellow
S0342,20,B.Tech,7,5.53,64,51,5,8,1,6,4,8,3,41,57.050000000000004,47.0,60.0,55.0,54.615,Yellow
S0343,20,B.Sc,3,9.29,93,64,4,8,1,10,1,3,1,33,87.14999999999999,51.0,95.0,20.0,62.894999999999996,Yellow
S0344,21,MBA,6,9.76,85,99,4,6,7,7,8,7,9,71,94.1,63.0,45.0,80.0,72.97999999999999,Blue
S0345,23,B.Tech,7,5.3,64,52,1,8,1,5,7,3,6,42,56.1,63.0,40.0,45.0,51.83,Yellow
S0346,18,BCA,1,9.24,92,98,7,6,1,4,5,7,8,33,93.4,33.0,45.0,75.0,64.02,Yellow
S0347,21,B.Sc,5,7.48,97,85,9,4,3,7,10,10,3,98,83.5,25.0,35.0,65.0,54.55,Yellow
S0348,20,B.Tech,6,9.35,72,53,3,4,10,7,5,10,8,48,78.94999999999999,70.0,60.0,90.0,75.685,Blue
S0349,18,B.Tech,4,7.74,55,63,2,4,4,6,7,6,2,31,67.80000000000001,56.0,45.0,40.0,53.34,Yellow
S0350,21,B.Sc,4,8.18,95,90,3,5,4,8,5,2,4,41,87.4,55.0,65.0,30.0,60.47,Yellow
S0351,23,B.Tech,2,7.61,99,90,1,5,2,4,8,3,3,35,85.75,57.0,30.0,30.0,53.474999999999994,Yellow
S0352,21,MBA,6,9.15,93,74,6,7,1,10,6,6,10,37,88.45,40.0,70.0,80.0,70.535,Blue
S0353,23,B.Tech,5,8.52,92,99,7,7,3,5,5,4,1,80,89.99999999999999,42.0,50.0,25.0,53.75,Yellow
S0354,20,MBA,8,7.5,94,59,2,7,4,4,9,6,7,40,77.5,65.0,25.0,65.0,60.75,Yellow
S0355,23,MBA,3,9.17,70,70,8,5,3,1,2,1,10,92,80.85,32.0,45.0,55.0,55.004999999999995,Yellow
S0356,18,B.Sc,1,6.18,72,85,6,5,8,8,1,10,2,86,69.5,55.0,85.0,60.0,66.6,Blue
S0357,20,B.Tech,2,5.76,92,61,4,7,10,1,8,1,4,41,68.6,75.0,15.0,25.0,48.58,Red
S0358,18,B.Sc,4,5.77,65,76,5,7,1,5,3,3,9,31,63.55,44.0,60.0,60.0,57.065,Yellow
S0359,22,B.Tech,3,6.6,96,89,8,8,2,6,7,8,6,37,79.6,38.0,45.0,70.0,59.879999999999995,Yellow
S0360,19,B.Tech,3,6.15,64,51,3,7,7,6,10,8,8,40,60.150000000000006,70.0,30.0,80.0,61.545,Yellow
S0361,23,BCA,1,9.46,74,62,3,8,4,5,8,4,2,82,81.9,64.0,35.0,30.0,55.07,Yellow
S0362,19,B.Tech,8,5.51,85,81,4,6,8,3,6,6,7,39,69.25,66.0,35.0,65.0,60.525,Yellow
S0363,19,B.Sc,8,8.36,60,80,1,5,3,5,10,8,6,37,75.8,60.0,25.0,70.0,60.239999999999995,Yellow
S0364,23,MBA,6,5.91,64,65,9,7,6,8,9,7,9,65,61.75,43.0,45.0,80.0,58.275,Yellow
S0365,20,B.Tech,4,9.23,53,81,8,5,9,2,7,7,7,43,78.25,50.0,25.0,70.0,58.474999999999994,Yellow
S0366,22,BCA,8,9.61,70,81,8,5,1,6,10,4,1,83,85.25,26.0,30.0,25.0,44.325,Red
S0367,18,B.Sc,5,7.23,62,83,10,5,1,9,5,9,8,50,71.35,18.0,70.0,85.0,61.155,Yellow
S0368,21,B.Tech,8,9.22,71,60,6,6,8,8,8,10,10,79,79.4,58.0,50.0,100.0,73.32,Blue
S0369,18,B.Sc,3,5.02,68,59,7,4,3,8,2,6,3,68,57.3,33.0,80.0,45.0,52.69,Yellow
S0370,21,BCA,1,8.94,83,64,6,7,5,8,7,3,2,49,82.39999999999999,52.0,55.0,25.0,54.97,Yellow
S0371,18,BCA,5,6.1,63,66,9,4,1,7,4,5,3,36,62.6,19.0,65.0,40.0,46.53,Red
S0372,23,B.Sc,6,9.36,53,89,3,4,5,8,9,5,6,38,80.5,55.0,45.0,55.0,60.65,Yellow
S0373,22,B.Tech,4,5.01,97,67,3,4,6,6,1,5,3,30,67.55,58.0,75.0,40.0,59.765,Yellow
S0374,21,MBA,6,7.67,95,58,3,5,8,2,7,8,10,55,78.44999999999999,67.0,25.0,90.0,67.785,Blue
S0375,24,BCA,3,8.63,76,74,10,8,3,2,6,9,5,67,80.75,33.0,30.0,70.0,55.974999999999994,Yellow
S0376,20,B.Tech,5,6.24,78,89,3,5,3,8,8,9,6,67,72.4,52.0,50.0,75.0,63.47,Yellow
S0377,18,B.Tech,5,5.93,96,63,9,5,10,1,5,6,8,90,71.05,49.0,30.0,70.0,57.065,Yellow
S0378,18,MBA,5,5.4,77,74,4,4,9,6,1,6,7,73,64.89999999999999,63.0,75.0,65.0,66.47,Blue
S0379,21,BCA,3,6.57,84,99,7,5,4,6,1,9,8,73,77.85,39.0,75.0,85.0,69.35499999999999,Blue
S0380,20,BCA,3,7.69,57,71,9,4,4,4,9,4,3,91,69.75,28.0,25.0,35.0,41.675,Red
S0381,20,B.Tech,6,5.56,65,79,7,8,7,10,10,6,4,35,63.099999999999994,57.0,50.0,50.0,55.67999999999999,Yellow
S0382,23,B.Tech,2,6.81,91,69,9,7,2,3,6,4,6,46,75.14999999999999,31.0,35.0,50.0,49.795,Red
S0383,24,MBA,6,5.04,85,70,3,4,8,3,10,1,7,80,64.7,64.0,15.0,40.0,48.41,Red
S0384,23,MBA,4,8.93,79,93,4,8,6,1,5,7,9,67,86.94999999999999,66.0,30.0,80.0,68.585,Blue
S0385,23,BCA,1,5.62,67,81,8,7,3,3,1,10,1,53,64.4,38.0,60.0,55.0,54.57,Yellow
S0386,23,B.Sc,5,6.36,51,95,6,6,9,4,6,6,8,80,66.1,61.0,40.0,70.0,60.58,Yellow
S0387,23,BCA,2,5.09,98,98,5,4,5,5,6,9,8,39,74.44999999999999,47.0,45.0,85.0,64.335,Yellow
S0388,23,B.Tech,1,7.07,62,70,4,4,8,3,3,7,6,50,67.95,60.0,50.0,65.0,61.635000000000005,Yellow
S0389,22,BCA,2,9.03,53,84,8,6,7,6,8,7,4,99,77.85,47.0,40.0,55.0,56.855,Yellow
S0390,20,B.Sc,8,6.88,75,81,1,6,8,5,1,2,3,86,73.1,78.0,70.0,25.0,61.67999999999999,Yellow
S0391,23,MBA,8,5.86,74,79,9,4,7,3,1,9,3,68,67.3,37.0,60.0,60.0,56.44,Yellow
S0392,20,B.Sc,7,8.62,79,88,1,6,3,6,6,10,6,62,84.4,63.0,50.0,80.0,71.07,Blue
S0393,20,B.Sc,8,8.79,60,98,8,5,2,6,10,9,8,88,81.55,29.0,30.0,85.0,58.965,Yellow
S0394,19,B.Sc,6,5.83,56,61,4,7,7,8,1,6,7,47,58.150000000000006,66.0,85.0,65.0,67.195,Blue
S0395,22,MBA,8,8.7,80,90,9,7,3,2,6,3,1,85,85.5,34.0,30.0,20.0,45.15,Red
S0396,23,B.Sc,3,9.55,93,96,5,7,3,1,1,1,6,86,94.85000000000001,50.0,50.0,35.0,59.705,Yellow
S0397,18,B.Sc,5,5.8,59,67,3,5,2,4,6,4,7,77,60.1,49.0,40.0,55.0,52.03,Yellow
S0398,21,B.Sc,6,8.7,88,70,9,6,4,7,3,3,7,71,83.9,34.0,70.0,50.0,60.17,Yellow
S0399,24,B.Tech,1,8.4,62,62,9,8,8,10,8,1,9,56,73.0,52.0,60.0,50.0,59.4,Yellow
S0400,18,B.Sc,7,7.27,80,70,4,6,1,3,6,3,10,81,74.35,45.0,35.0,65.0,56.80499999999999,Yellow
S0401,22,MBA,7,5.28,56,57,4,4,1,3,1,4,5,71,54.6,39.0,60.0,45.0,49.379999999999995,Red
S0402,21,B.Sc,7,5.36,98,95,8,7,5,5,5,8,1,61,75.2,44.0,50.0,45.0,54.81,Yellow
S0403,22,B.Sc,1,9.09,91,89,2,6,5,5,8,9,2,55,90.55,65.0,35.0,55.0,64.16499999999999,Yellow
S0404,20,MBA,1,9.75,91,95,9,8,1,10,3,3,4,54,95.05,31.0,85.0,35.0,62.015,Yellow
S0405,21,B.Sc,1,8.25,85,56,6,4,6,3,6,6,5,52,77.95,46.0,35.0,55.0,55.635000000000005,Yellow
S0406,20,MBA,1,7.14,69,72,9,5,1,9,5,10,9,86,70.8,22.0,70.0,95.0,64.49,Yellow
S0407,18,B.Sc,7,8.11,53,93,8,5,5,4,6,5,1,81,75.05,38.0,40.0,30.0,47.515,Red
S0408,18,MBA,7,7.85,56,81,7,8,9,3,10,6,3,60,72.25,63.0,15.0,45.0,51.675,Yellow
S0409,21,B.Sc,2,6.84,50,60,1,4,5,2,1,4,5,93,61.2,63.0,55.0,45.0,56.36,Yellow
S0410,21,B.Sc,6,5.32,93,71,3,7,6,10,7,10,3,62,68.7,67.0,65.0,65.0,66.61,Blue
S0411,23,B.Tech,5,8.94,94,71,2,6,8,9,9,6,4,31,87.1,74.0,50.0,50.0,67.13,Blue
S0412,22,B.Tech,8,6.78,91,92,5,4,1,4,2,7,3,47,79.60000000000001,35.0,60.0,50.0,57.13,Yellow
S0413,23,B.Sc,8,8.93,96,74,5,5,2,3,10,9,4,76,88.24999999999999,41.0,15.0,65.0,55.974999999999994,Yellow
S0414,22,B.Sc,3,6.21,62,71,5,8,9,7,5,10,1,62,63.85,71.0,60.0,55.0,62.655,Yellow
S0415,23,BCA,7,5.0,71,77,4,8,3,8,10,7,8,64,61.699999999999996,57.0,40.0,75.0,59.51,Yellow
S0416,20,MBA,3,5.76,70,78,5,6,6,2,4,6,4,80,65.4,56.0,40.0,50.0,54.120000000000005,Yellow
S0417,21,BCA,6,7.25,71,62,3,8,5,7,6,1,7,47,69.95,67.0,55.0,40.0,58.735,Yellow
S0418,18,B.Tech,6,9.53,77,67,1,8,2,5,6,2,2,59,84.15,66.0,45.0,20.0,55.745000000000005,Yellow
S0419,22,B.Tech,3,5.49,58,51,5,4,7,5,2,1,2,73,55.050000000000004,53.0,65.0,15.0,46.515,Red
S0420,22,B.Tech,7,9.1,75,78,9,7,4,3,2,9,6,82,83.6,37.0,55.0,75.0,64.08,Yellow
S0421,18,B.Tech,3,7.53,58,70,9,6,1,5,4,10,2,39,69.05,25.0,55.0,60.0,52.965,Yellow
S0422,23,B.Sc,8,8.96,64,64,4,4,4,2,1,10,6,81,76.8,48.0,55.0,80.0,66.03999999999999,Blue
S0423,22,B.Tech,2,6.43,59,76,3,7,6,4,9,9,2,78,65.05,67.0,25.0,55.0,55.015,Yellow
S0424,24,B.Sc,8,9.03,73,99,1,4,7,6,7,7,4,40,86.85,69.0,45.0,55.0,66.05499999999999,Blue
S0425,20,B.Sc,4,8.71,91,80,2,4,7,1,7,2,7,95,86.85000000000001,65.0,20.0,45.0,57.55500000000001,Yellow
S0426,21,B.Tech,7,6.1,57,64,8,8,7,10,3,6,8,87,60.39999999999999,53.0,85.0,70.0,65.87,Blue
S0427,18,B.Tech,7,5.63,73,72,1,7,3,4,3,4,3,65,64.45,66.0,55.0,35.0,55.585,Yellow
S0428,21,MBA,5,9.17,65,73,8,6,6,6,1,1,9,62,79.94999999999999,44.0,75.0,50.0,62.485,Yellow
S0429,24,BCA,1,9.62,98,93,7,6,8,9,3,1,2,76,96.1,54.0,80.0,15.0,62.08,Yellow
S0430,22,B.Tech,4,5.15,75,62,8,7,4,2,3,5,8,42,60.65,41.0,45.0,65.0,53.695,Yellow
S0431,22,MBA,6,8.51,76,71,6,8,8,7,4,2,8,69,79.55,64.0,65.0,50.0,65.365,Blue
S0432,24,MBA,7,9.37,86,92,9,5,2,6,4,4,4,97,91.05,25.0,60.0,40.0,55.565,Yellow
S0433,18,BCA,3,9.12,53,86,3,4,10,2,3,1,1,71,78.69999999999999,70.0,45.0,10.0,52.61,Yellow
S0434,20,B.Sc,4,9.63,99,82,10,8,9,8,10,4,1,48,94.25000000000001,51.0,40.0,25.0,55.275000000000006,Yellow
